"","departure_airport","departure_city","departure_country","lon_departure","lat_departure","arrival_airport","arrival_city","arrival_country","lon_arrival","lat_arrival","airline","airline_country","active_airline","distance_km","domestic_flight","origen_eur","destino_eur"
"3182","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Souda","Chania","Greece",24.249,35.886,"Aegean Airlines","Greece",1,298,1,"YES","YES"
"3183","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Aegean Airlines","Greece",1,2120,0,"YES","YES"
"3185","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Aegean Airlines","Greece",1,1968,0,"YES","YES"
"3186","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Fiumicino","Rome","Italy",12.417,42.34,"Aegean Airlines","Greece",1,1109,0,"YES","YES"
"3187","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Aegean Airlines","Greece",1,1777,0,"YES","YES"
"3188","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Nikos Kazantzakis","Heraklion","Greece",25.3,35.566,"Aegean Airlines","Greece",1,339,1,"YES","YES"
"3190","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Mikonos","Mykonos","Greece",25.58,37.725,"Aegean Airlines","Greece",1,127,1,"YES","YES"
"3191","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Sitia","Sitia","Greece",26.168,35.36,"Aegean Airlines","Greece",1,383,1,"YES","YES"
"3192","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Santorini","Santorini","Greece",25.798,36.665,"Aegean Airlines","Greece",1,236,1,"YES","YES"
"3193","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Kos","Kos","Greece",27.152,37.322,"Aegean Airlines","Greece",1,264,1,"YES","YES"
"3194","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Larnaca","Larnaca","Cyprus",34.041,35.458,"Aegean Airlines","Greece",1,908,0,"YES","YES"
"3195","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Heathrow","London","United Kingdom",-0.103,51.795,"Aegean Airlines","Greece",1,2410,0,"YES","YES"
"3196","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Lisboa","Lisbon","Portugal",-8.56,39.302,"Aegean Airlines","Greece",1,2851,0,"YES","YES"
"3197","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Barajas","Madrid","Spain",-3.278,40.822,"Aegean Airlines","Greece",1,2386,0,"YES","YES"
"3198","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Mitilini","Mytilini","Greece",26.997,39.094,"Aegean Airlines","Greece",1,218,1,"YES","YES"
"3199","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Aegean Airlines","Greece",1,1486,0,"YES","YES"
"3200","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Malpensa","Milano","Italy",9.213,46.051,"Aegean Airlines","Greece",1,1509,0,"YES","YES"
"3201","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Rhodes Diagoras","Rhodos","Greece",28.143,36.675,"Aegean Airlines","Greece",1,377,1,"YES","YES"
"3202","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,269,1,"YES","YES"
"3203","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Sofia","Sofia","Bulgaria",23.676,43.158,"Aegean Airlines","Greece",1,516,0,"YES","YES"
"3206","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Schwechat","Vienna","Austria",16.949,48.183,"Aegean Airlines","Greece",1,1233,0,"YES","YES"
"3207","Dimokritos","Alexandroupolis","Greece",26.593,41.426,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,362,1,"YES","YES"
"3208","Barcelona","Barcelona","Spain",2.13,41.495,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1932,0,"YES","YES"
"3210","Brussels Natl","Brussels","Belgium",4.807,51.502,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2104,0,"YES","YES"
"3211","Charles De Gaulle","Paris","France",2.916,49.021,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2079,0,"YES","YES"
"3212","Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece",20.519,40.003,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,384,1,"YES","YES"
"3213","Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece",20.519,40.003,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,279,1,"YES","YES"
"3214","Souda","Chania","Greece",24.249,35.886,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,298,1,"YES","YES"
"3215","Souda","Chania","Greece",24.249,35.886,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,556,1,"YES","YES"
"3216","Kastrup","Copenhagen","Denmark",13.093,56.029,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2120,0,"YES","YES"
"3219","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1968,0,"YES","YES"
"3220","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,1718,0,"YES","YES"
"3221","Fiumicino","Rome","Italy",12.417,42.34,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1109,0,"YES","YES"
"3222","Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1777,0,"YES","YES"
"3223","Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,1530,0,"YES","YES"
"3224","Nikos Kazantzakis","Heraklion","Greece",25.3,35.566,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,339,1,"YES","YES"
"3225","Nikos Kazantzakis","Heraklion","Greece",25.3,35.566,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,607,1,"YES","YES"
"3227","Mikonos","Mykonos","Greece",25.58,37.725,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,127,1,"YES","YES"
"3228","Sitia","Sitia","Greece",26.168,35.36,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,383,1,"YES","YES"
"3229","Santorini","Santorini","Greece",25.798,36.665,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,236,1,"YES","YES"
"3230","Kos","Kos","Greece",27.152,37.322,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,264,1,"YES","YES"
"3231","Kalamata","Kalamata","Greece",22.042,37.113,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,438,1,"YES","YES"
"3232","Larnaca","Larnaca","Cyprus",34.041,35.458,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,908,0,"YES","YES"
"3233","Larnaca","Larnaca","Cyprus",34.041,35.458,"Heathrow","London","United Kingdom",-0.103,51.795,"Aegean Airlines","Greece",1,3248,0,"YES","YES"
"3234","Larnaca","Larnaca","Cyprus",34.041,35.458,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,1090,0,"YES","YES"
"3235","Heathrow","London","United Kingdom",-0.103,51.795,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2410,0,"YES","YES"
"3236","Heathrow","London","United Kingdom",-0.103,51.795,"Larnaca","Larnaca","Cyprus",34.041,35.458,"Aegean Airlines","Greece",1,3248,0,"YES","YES"
"3237","Lisboa","Lisbon","Portugal",-8.56,39.302,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2851,0,"YES","YES"
"3238","Barajas","Madrid","Spain",-3.278,40.822,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,2386,0,"YES","YES"
"3239","Mitilini","Mytilini","Greece",26.997,39.094,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,218,1,"YES","YES"
"3240","Mitilini","Mytilini","Greece",26.997,39.094,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,348,1,"YES","YES"
"3241","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1486,0,"YES","YES"
"3242","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,1236,0,"YES","YES"
"3243","Malpensa","Milano","Italy",9.213,46.051,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1509,0,"YES","YES"
"3244","Rhodes Diagoras","Rhodos","Greece",28.143,36.675,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,377,1,"YES","YES"
"3245","Rhodes Diagoras","Rhodos","Greece",28.143,36.675,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,608,1,"YES","YES"
"3246","Makedonia","Thessaloniki","Greece",23.618,40.866,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,269,1,"YES","YES"
"3247","Makedonia","Thessaloniki","Greece",23.618,40.866,"Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece",20.519,40.003,"Aegean Airlines","Greece",1,279,1,"YES","YES"
"3248","Makedonia","Thessaloniki","Greece",23.618,40.866,"Souda","Chania","Greece",24.249,35.886,"Aegean Airlines","Greece",1,556,1,"YES","YES"
"3250","Makedonia","Thessaloniki","Greece",23.618,40.866,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Aegean Airlines","Greece",1,1718,0,"YES","YES"
"3251","Makedonia","Thessaloniki","Greece",23.618,40.866,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Aegean Airlines","Greece",1,1530,0,"YES","YES"
"3252","Makedonia","Thessaloniki","Greece",23.618,40.866,"Nikos Kazantzakis","Heraklion","Greece",25.3,35.566,"Aegean Airlines","Greece",1,607,1,"YES","YES"
"3253","Makedonia","Thessaloniki","Greece",23.618,40.866,"Kalamata","Kalamata","Greece",22.042,37.113,"Aegean Airlines","Greece",1,438,1,"YES","YES"
"3254","Makedonia","Thessaloniki","Greece",23.618,40.866,"Larnaca","Larnaca","Cyprus",34.041,35.458,"Aegean Airlines","Greece",1,1090,0,"YES","YES"
"3255","Makedonia","Thessaloniki","Greece",23.618,40.866,"Mitilini","Mytilini","Greece",26.997,39.094,"Aegean Airlines","Greece",1,348,1,"YES","YES"
"3256","Makedonia","Thessaloniki","Greece",23.618,40.866,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Aegean Airlines","Greece",1,1236,0,"YES","YES"
"3257","Makedonia","Thessaloniki","Greece",23.618,40.866,"Rhodes Diagoras","Rhodos","Greece",28.143,36.675,"Aegean Airlines","Greece",1,608,1,"YES","YES"
"3258","Makedonia","Thessaloniki","Greece",23.618,40.866,"Samos","Samos","Greece",27.519,38.15,"Aegean Airlines","Greece",1,450,1,"YES","YES"
"3259","Makedonia","Thessaloniki","Greece",23.618,40.866,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Aegean Airlines","Greece",1,1446,0,"YES","YES"
"3260","Samos","Samos","Greece",27.519,38.15,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,450,1,"YES","YES"
"3261","Sofia","Sofia","Bulgaria",23.676,43.158,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,516,0,"YES","YES"
"3262","Stuttgart","Stuttgart","Germany",9.369,49.149,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Aegean Airlines","Greece",1,1446,0,"YES","YES"
"3265","Schwechat","Vienna","Austria",16.949,48.183,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Aegean Airlines","Greece",1,1233,0,"YES","YES"
"3286","La Garenne","Agen","France",0.984,44.291,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,560,1,"YES","YES"
"3287","Aurillac","Aurillac","France",2.703,45.485,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,414,1,"YES","YES"
"3288","La Roche","Brive","France",1.781,45.251,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,444,1,"YES","YES"
"3289","Mazamet","Castres","France",2.481,43.927,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,587,1,"YES","YES"
"3290","Lannion","Lannion","France",-3.12,49.257,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,415,1,"YES","YES"
"3291","Bellegarde","Limoges","France",1.299,46.437,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,323,1,"YES","YES"
"3292","La Rochelle-Ile de Re","La Rochelle","France",-0.659,46.298,"Orly","Paris","France",2.599,49.208,"Airlinair","France",1,404,1,"YES","YES"
"3293","La Rochelle-Ile de Re","La Rochelle","France",-0.659,46.298,"Biard","Poitiers","France",0.511,46.979,"Airlinair","France",1,117,1,"YES","YES"
"3294","Saint Exupery","Lyon","France",5.151,46.21,"Biard","Poitiers","France",0.511,46.979,"Airlinair","France",1,364,1,"YES","YES"
"3295","Nantes Atlantique","Nantes","France",-1.352,47.255,"Montoir","St.-nazaire","France",-1.582,47.52,"Airlinair","France",1,34,1,"YES","YES"
"3296","Orly","Paris","France",2.599,49.208,"La Garenne","Agen","France",0.984,44.291,"Airlinair","France",1,560,1,"YES","YES"
"3297","Orly","Paris","France",2.599,49.208,"Aurillac","Aurillac","France",2.703,45.485,"Airlinair","France",1,414,1,"YES","YES"
"3298","Orly","Paris","France",2.599,49.208,"La Roche","Brive","France",1.781,45.251,"Airlinair","France",1,444,1,"YES","YES"
"3299","Orly","Paris","France",2.599,49.208,"Mazamet","Castres","France",2.481,43.927,"Airlinair","France",1,587,1,"YES","YES"
"3300","Orly","Paris","France",2.599,49.208,"Lannion","Lannion","France",-3.12,49.257,"Airlinair","France",1,415,1,"YES","YES"
"3301","Orly","Paris","France",2.599,49.208,"Bellegarde","Limoges","France",1.299,46.437,"Airlinair","France",1,323,1,"YES","YES"
"3302","Orly","Paris","France",2.599,49.208,"La Rochelle-Ile de Re","La Rochelle","France",-0.659,46.298,"Airlinair","France",1,404,1,"YES","YES"
"3303","Biard","Poitiers","France",0.511,46.979,"La Rochelle-Ile de Re","La Rochelle","France",-0.659,46.298,"Airlinair","France",1,117,1,"YES","YES"
"3304","Biard","Poitiers","France",0.511,46.979,"Saint Exupery","Lyon","France",5.151,46.21,"Airlinair","France",1,364,1,"YES","YES"
"3305","Montoir","St.-nazaire","France",-1.582,47.52,"Blagnac","Toulouse","France",1.606,44.048,"Airlinair","France",1,458,1,"YES","YES"
"3306","Blagnac","Toulouse","France",1.606,44.048,"Nantes Atlantique","Nantes","France",-1.352,47.255,"Airlinair","France",1,424,1,"YES","YES"
"3307","Bolzano","Bolzano","Italy",11.543,46.766,"Fiumicino","Rome","Italy",12.417,42.34,"Air Alps Aviation","Austria",0,497,1,"YES","YES"
"3308","Fiumicino","Rome","Italy",12.417,42.34,"Bolzano","Bolzano","Italy",11.543,46.766,"Air Alps Aviation","Austria",0,497,1,"YES","YES"
"3309","Fiumicino","Rome","Italy",12.417,42.34,"Parma","Parma","Italy",10.493,45.374,"Air Alps Aviation","Austria",0,370,1,"YES","YES"
"3310","Parma","Parma","Italy",10.493,45.374,"Fiumicino","Rome","Italy",12.417,42.34,"Air Alps Aviation","Austria",0,370,1,"YES","YES"
"3970","City","London","United Kingdom",0.092,51.842,"Shannon","Shannon","Ireland",-8.875,53.169,"American Airlines","United States",1,624,0,"YES","YES"
"4035","Barajas","Madrid","Spain",-3.278,40.822,"Ferihegy","Budapest","Hungary",19.425,47.728,"American Airlines","United States",1,1954,0,"YES","YES"
"4662","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Koln Bonn","Cologne","Germany",7.237,51.443,"Air Berlin","Germany",1,2967,0,"YES","YES"
"4663","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Air Berlin","Germany",1,2972,0,"YES","YES"
"4664","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Madeira","Funchal","Portugal",-16.625,33.163,"Air Berlin","Germany",1,506,0,"YES","YES"
"4665","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Fuerteventura","Fuerteventura","Spain",-13.773,28.754,"Air Berlin","Germany",1,100,1,"YES","YES"
"4666","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Hannover","Hannover","Germany",10.141,52.768,"Air Berlin","Germany",1,3211,0,"YES","YES"
"4667","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Hamburg","Hamburg","Germany",10.647,54.05,"Air Berlin","Germany",1,3335,0,"YES","YES"
"4668","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Nurnberg","Nuernberg","Germany",11.111,49.831,"Air Berlin","Germany",1,3046,0,"YES","YES"
"4669","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Paderborn Lippstadt","Paderborn","Germany",9.027,52.023,"Air Berlin","Germany",1,3099,0,"YES","YES"
"4670","Lanzarote","Las Palmas","Spain",-13.343,29.575,"La Palma","Santa Cruz De La Palma","Spain",-17.593,29.044,"Air Berlin","Germany",1,416,1,"YES","YES"
"4671","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Air Berlin","Germany",1,2901,0,"YES","YES"
"4672","Lanzarote","Las Palmas","Spain",-13.343,29.575,"Tegel","Berlin","Germany",13.479,52.932,"Air Berlin","Germany",1,3391,0,"YES","YES"
"4675","Malaga","Malaga","Spain",-4.166,37.124,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Air Berlin","Germany",1,1832,0,"YES","YES"
"4676","Malaga","Malaga","Spain",-4.166,37.124,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Air Berlin","Germany",1,712,1,"YES","YES"
"4677","Malaga","Malaga","Spain",-4.166,37.124,"Tegel","Berlin","Germany",13.479,52.932,"Air Berlin","Germany",1,2226,0,"YES","YES"
"4678","Arvidsjaur","Arvidsjaur","Sweden",19.469,65.983,"Hannover","Hannover","Germany",10.141,52.768,"Air Berlin","Germany",1,1557,0,"YES","YES"
"4679","Alicante","Alicante","Spain",-0.264,38.47,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Air Berlin","Germany",1,1561,0,"YES","YES"
"4680","Alicante","Alicante","Spain",-0.264,38.47,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Air Berlin","Germany",1,340,1,"YES","YES"
"4685","Arlanda","Stockholm","Sweden",18.531,60.086,"Tegel","Berlin","Germany",13.479,52.932,"Air Berlin","Germany",1,853,0,"YES","YES"
"4686","Arlanda","Stockholm","Sweden",18.531,60.086,"Schwechat","Vienna","Austria",16.949,48.183,"Air Berlin","Germany",1,1327,0,"YES","YES"
"4695","Barcelona","Barcelona","Spain",2.13,41.495,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Air Berlin","Germany",1,197,1,"YES","YES"
"4696","Barcelona","Barcelona","Spain",2.13,41.495,"Schwechat","Vienna","Austria",16.949,48.183,"Air Berlin","Germany",1,1381,0,"YES","YES"
"4697","Casale","Brindisi","Italy",18.578,41.096,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Air Berlin","Germany",1,968,0,"YES","YES"
"4699","Bilbao","Bilbao","Spain",-2.852,43.501,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Air Berlin","Germany",1,641,1,"YES","YES"
"4702","Neuenland","Bremen","Germany",9.311,53.079,"Nurnberg","Nuernberg","Germany",11.111,49.831,"Air Berlin","Germany",1,382,1,"YES","YES"
"4703","Neuenland","Bremen","Germany",9.311,53.079,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Air Berlin","Germany",1,1534,0,"YES","YES"
"4704","Neuenland","Bremen","Germany",9.311,53.079,"Tenerife Sur","Tenerife","Spain",-16.288,28.074,"Air Berlin","Germany",1,3483,0,"YES","YES"
"4705","Bari","Bari","Italy",17.267,41.231,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Air Berlin","Germany",1,906,0,"YES","YES"
"4706","Bari","Bari","Italy",17.267,41.231,"Tegel","Berlin","Germany",13.479,52.932,"Air Berlin","Germany",1,1331,0,"YES","YES"
"4712","Ferihegy","Budapest","Hungary",19.425,47.728,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Air Berlin","Germany",1,810,0,"YES","YES"
"4713","Ferihegy","Budapest","Hungary",19.425,47.728,"Hamburg","Hamburg","Germany",10.647,54.05,"Air Berlin","Germany",1,933,0,"YES","YES"
"4714","Ferihegy","Budapest","Hungary",19.425,47.728,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Air Berlin","Germany",1,757,0,"YES","YES"
"4715","Ferihegy","Budapest","Hungary",19.425,47.728,"Tegel","Berlin","Germany",13.479,52.932,"Air Berlin","Germany",1,715,0,"YES","YES"
"4717","Charles De Gaulle","Paris","France",2.916,49.021,"Schwechat","Vienna","Austria",16.949,48.183,"Air Berlin","Germany",1,1034,0,"YES","YES"
